OBJECT_NAME,TLE_LINE1,TLE_LINE1
THOR AGENA B DEB,1 00743U 64004D   24002.57721288  .00000157  00000-0  30111-3 0  9998,2 00743  81.5210 179.0838 0174607  55.7930   6.9709 13.26644207899230
THOR ABLESTAR DEB,1 00745U 63038E   24002.43265615  .00000321  00000-0  45208-3 0  9994,2 00745  90.0151 336.1388 0018849  32.2725  95.4733 13.54947302970024
ELEKTRON 1 DEB,1 00750U 64006C   24002.26990435  .00035692  00000-0  41611-2 0  9994,2 00750  60.7624 315.8858 1587035   4.3652 356.9413 12.04493771736270
THOR ABLESTAR DEB,1 00753U 63049F   24002.23948316  .00000237  00000-0  33476-3 0  9999,2 00753  89.9120  80.7881 0025320 291.8144 132.5070 13.54265938959118
SCOUT X-4 DEB,1   805U 64026B   23365.93231225  .00002133  00000-0  81285-3 0  9993,2   805  89.8831 342.5014 0029530 294.9436  64.8692 14.30389352 61434
ELEKTRON 3 DEB,1   831U 64038C   24001.17571539  .00014698  00000-0  16589-2 0  9997,2   831  60.6993 272.9121 1455212 291.4980  53.7182 12.32378054252790
OPS 5798 DEB,1 00901U 64063D   24002.64610597  .00000117  00000-0  15724-3 0  9996,2 00901  90.2126  55.8311 0018658 208.9219 263.4753 13.54867637925044
OPS 5798 DEB,1 00903U 64063F   24002.62852729  .00000871  00000-0  85288-3 0  9990,2 00903  90.1983  50.8754 0020807 312.7091 201.1171 13.78347778950757
THOR ABLESTAR DEB,1 00956U 64083B   24002.41835729  .00000376  00000-0  43943-3 0  9990,2 00956  89.9425 174.6498 0024835 164.7747 223.6582 13.66744126933638
THOR ABLESTAR DEB,1 00967U 64083F   24002.50953066  .00000376  00000-0  43998-3 0  9997,2 00967  89.9549 177.9111 0023048 175.8457 250.7662 13.66635822933532
SCOUT X-4 DEB,1 00976U 64064C   24002.24732952  .00000586  00000-0  33250-3 0  9999,2 00976  79.3156 297.3229 0115596 246.2665 112.6338 14.06267516 16815
SCOUT X-4 DEB,1 00977U 64064D   24002.07710282  .00000419  00000-0  38608-3 0  9990,2 00977  80.0455  12.7182 0126930 317.2737  41.8596 13.78183845965976
TITAN 3A DEB (TRUSS),1 01000U 65008B   24002.30675372  .00000015  00000-0  90149-3 0  9993,2 01000  32.1465 303.0540 0009366  16.8057 343.2749  9.88889657128573
THOR ABLESTAR DEB,1 01099U 64083G   24002.46065816  .00000244  00000-0  30040-3 0  9994,2 01099  89.8608 153.0692 0041581  53.1674  10.0193 13.62323237860292
DELTA 1 DEB,1 01312U 65004C   24001.11018806  .00000404  00000-0  43023-3 0  9997,2 01312  96.3497  53.7787 1117608 319.2291  33.0130 12.27739163616357
DELTA 1 DEB,1 01313U 65004D   23365.03429907  .00000494  00000-0  74729-3 0  9995,2 01313  96.4072  16.6343 1175138  72.3078 300.2610 12.00561521578537
OPS 4682 DEB,1 01316U 65027C   24002.52657870  .00000843  00000-0  20599-2 0  9991,2 01316  90.2427   5.9604 0031952 123.6443 236.7746 13.20342051800570
SL-8 DEB,1 01335U 65020E   24002.63290995  .00000675  00000-0  24955-3 0  9992,2 01335  56.0737 173.9323 0544575  44.5236 319.8179 13.82381906885756
OPS 4682 DEB,1 01389U 65027D   24002.59562978  .00000763  00000-0  20746-2 0  9997,2 01389  89.8133 233.0785 0024667  52.5596   3.9007 13.13000613792948
SL-8 DEB,1 01392U 65020AH  24002.15194549  .00018527  00000-0  19969-2 0  9993,2 01392  55.8769 281.8401 0291760 344.7558  14.4792 14.62119143962581
OPS 4682 DEB,1 01399U 65027E   24001.97214541  .00000401  00000-0  13221-2 0  9998,2 01399  90.2487   3.6720 0009850 132.6035 227.5919 12.99286051516565
THOR ABLESTAR DEB,1 01425U 65048C   24002.35459920  .00000071  00000-0  98728-4 0  9996,2 01425  89.8982 295.3767 0071956 292.8345 189.6052 13.48849481879520
THOR ABLESTAR DEB,1 01435U 65048D   24001.82851937  .00000890  00000-0  96611-3 0  9999,2 01435  89.9054 300.3692 0062452 127.9208 248.2028 13.71367165903885
SL-8 DEB,1 01477U 65020BB  24002.51279337  .00001260  00000-0  20541-2 0  9990,2 01477  55.4975  72.5229 0595830 321.3343  34.6307 12.97842263761711
SL-8 DEB,1 01478U 65020BC  24002.46803004  .00004057  00000-0  20140-2 0  9991,2 01478  56.0878  36.9496 0617536 213.4940 142.5496 13.48969197803519
SL-8 DEB,1 01479U 65020BD  24001.92178335 -.00000154  00000-0 -11565-3 0  9992,2 01479  56.0384 273.0949 0743028 258.6498  93.0109 12.59266141683308
SL-8 DEB,1 01480U 65020BE  24002.28409162  .00000431  00000-0  72360-3 0  9995,2 01480  56.0792 335.0230 0838680 266.5215  83.9526 12.63284596696718
THOR ABLESTAR DEB,1 01504U 65065A   24002.60843199  .00000172  00000-0  29745-3 0  9990,2 01504  89.9124 247.1678 0065636 245.5186 140.5453 13.39877550847624
THOR ABLESTAR DEB,1 01511U 65065D   24002.59044282  .00000043  00000-0  67854-4 0  9993,2 01511  89.9434 213.7165 0068183 206.1762 208.0622 13.34077859841136
THOR ABLESTAR DEB,1 01521U 65065K   24002.64040605  .00000032  00000-0  47706-4 0  9997,2 01521  89.9676 210.4857 0067705 259.0853 172.4803 13.33212693839941
THOR ABLESTAR DEB,1 01522U 65065L   24002.33902220  .00000075  00000-0  13292-3 0  9993,2 01522  90.1267 118.0660 0069723 246.5927 174.7811 13.33733830840242
DELTA 1 DEB,1 01529U 65051D   24002.08261393  .00000279  00000-0  14290-3 0  9991,2 01529  99.0919 205.2175 0035516 280.0380  79.6790 14.23474709 27771
SL-8 DEB,1 01549U 65020CV  24002.11516284  .00000391  00000-0  65166-3 0  9998,2 01549  56.1696 276.3478 0846620 303.5888  48.6960 12.63278706701511
VANGUARD DEB,1 01576U 58002C   24002.54161277  .00003086  00000-0  27199-2 0  9992,2 01576  34.2350 131.4594 1429366 292.6081  52.9682 11.75228431696203
SL-8 DEB,1 01590U 65073G   24002.15007750  .00000347  00000-0  27724-2 0  9997,2 01590  56.0905 354.0077 0174751 273.9738 162.7554 12.49255774646217
SL-8 DEB,1 01591U 65073H   24001.19520742  .00000057  00000-0  10389-2 0  9999,2 01591  56.0617  20.9185 0153788 212.3575 223.0967 12.42604852637082
THOR ABLESTAR DEB,1 01608U 64083H   24002.21061824  .00001115  00000-0  10007-2 0  9996,2 01608  89.7601  89.5942 0017107 336.0808  52.2988 13.83547909950804
SL-8 DEB,1 01617U 65073J   24002.00946837 -.00000738  00000-0 -48269-2 0  9992,2 01617  56.1302 255.2806 0213800 220.9355 239.2610 12.34315398619640
SL-8 DEB,1 01618U 65073K   24002.16530126  .00000084  00000-0  13573-2 0  9992,2 01618  56.1798 316.1412 0225283 192.7706 264.3708 12.30105262612726
SL-8 DEB,1 01634U 65020ED  24002.40035104  .00000236  00000-0  59595-3 0  9999,2 01634  56.1613 345.0340 0848605 314.0883  39.3111 12.47875693650501
TITAN 3C TRANSTAGE DEB,1 01642U 65082D   24002.17781087  .00001206  00000-0  14627-3 0  9993,2 01642  32.0941 269.8260 0024968 240.2311 119.5854 14.80972673104329
TITAN 3C TRANSTAGE DEB,1 01646U 65082H   24002.40683776  .00001526  00000-0  22370-3 0  9998,2 01646  32.3125   1.4990 0002806 318.9918  41.0523 14.73779896 87598
TITAN 3C TRANSTAGE DEB,1 01653U 65082Q   24002.55678683  .00000642  00000-0  11411-3 0  9995,2 01653  32.1200  80.6554 0041752 223.3993 136.3361 14.62964314 80037
TITAN 3C TRANSTAGE DEB,1 01668U 65082AF  24002.06754219  .00001731  00000-0  23422-3 0  9992,2 01668  32.0677 237.6794 0016231 285.8932  73.9927 14.77033109 85326
TITAN 3C TRANSTAGE DEB,1 01671U 65082AJ  24002.00400539  .00000519  00000-0  11441-3 0  9994,2 01671  32.1606 242.1963 0053695 178.2127 181.8714 14.52415280 55785
TITAN 3C TRANSTAGE DEB,1 01672U 65082AK  24002.60651543  .00019812  00000-0  14488-2 0  9993,2 01672  32.3647  84.1571 0045239  36.8195 323.5560 15.01765491 20043
TITAN 3C TRANSTAGE DEB,1 01680U 65082AT  24002.61432478  .00000523  00000-0  90636-4 0  9997,2 01680  32.2564  84.2076 0021033  56.6932 303.5727 14.64305995 82076
TITAN 3C TRANSTAGE DEB,1 01682U 65082AV  24002.26874609  .00002722  00000-0  45260-3 0  9991,2 01682  32.4122 325.2978 0053258 277.2990  82.1611 14.67840653 58262
TITAN 3C TRANSTAGE DEB,1 01684U 65082AX  24002.10396579  .00001098  00000-0  30368-3 0  9999,2 01684  32.2145 238.1490 0180490 216.6614 142.1556 14.35162042 13313
TITAN 3C TRANSTAGE DEB,1 01716U 65082BX  24002.58988451  .00000868  00000-0  18684-3 0  9994,2 01716  32.1889 159.4537 0039771 236.5350 123.1488 14.55337313 77672
TITAN 3C TRANSTAGE DEB,1 01722U 65082CD  24002.58845168  .00000890  00000-0  16959-3 0  9996,2 01722  32.4171 205.8083 0028063  39.9473 320.3235 14.61450885 67612
TITAN 3C TRANSTAGE DEB,1 01829U 65082DU  24002.44315875  .00002982  00000-0  36663-3 0  9994,2 01829  32.2926  24.9885 0028217   1.9243 358.1516 14.81392335 87048
TITAN 3C TRANSTAGE DEB,1 01833U 65082DY  24002.56727467  .00003354  00000-0  60726-3 0  9997,2 01833  32.2256 161.3810 0071699 254.3461 104.9265 14.63382407 37975
TITAN 3C TRANSTAGE DEB,1 01835U 65082EA  24002.09742478  .00003687  00000-0  30743-3 0  9991,2 01835  32.3938 267.6153 0014478 297.4235  62.4953 14.97231266112243
TITAN 3C TRANSTAGE DEB,1 01859U 65082ES  24002.25434442  .00000521  00000-0  12683-3 0  9991,2 01859  32.1275 313.6005 0068249  13.7180 346.5298 14.47479460 56949
TITAN 3C TRANSTAGE DEB,1 01883U 65082EY  24002.37466052  .00005325  00000-0  33325-3 0  9996,2 01883  32.0933  48.7907 0019209 265.5235  94.3228 15.07969919129091
TITAN 3C TRANSTAGE DEB,1 01915U 65082FZ  24002.57425165  .00000655  00000-0  13407-3 0  9994,2 01915  31.8755 171.3304 0029131 103.2000 257.1891 14.56805193 84498
THOR ALTAIR DEB,1 01931U 65072E   24002.43116385  .00000818  00000-0  23594-3 0  9996,2 01931  99.0183 348.2263 0247135 175.9704 184.3547 14.31325045 64368
THOR ABLESTAR DEB,1 01942U 61015HS  24002.55455771 -.00000163  00000-0 -21727-3 0  9990,2 01942  67.2655  81.0257 0339644 149.5725 322.8138 13.12085283999168
THOR ABLESTAR DEB,1 01943U 61015HT  24001.36105112  .00001524  00000-0  68915-3 0  9990,2 01943  66.8580 332.0641 0061144 249.2182 110.2357 14.23721939216149
THOR AGENA B DEB,1 01948U 65098F   24002.35468485  .00004531  00000-0  92085-3 0  9991,2 01948  79.8521 126.0991 0828682 323.9417  30.8416 13.42213244687871
THOR AGENA B DEB,1 01951U 65098G   24002.45481232  .00005118  00000-0  10374-2 0  9993,2 01951  79.6188 172.4099 0841598 300.3790  51.6720 13.39800638686558
TITAN 3C TRANSTAGE DEB,1 01959U 65082GU  24001.96627508  .00000903  00000-0  18284-3 0  9993,2 01959  31.7894 262.4882 0063997  31.6113 328.8347 14.56989456 82708
TITAN 3C TRANSTAGE DEB,1 01961U 65082GW  24002.02929492  .00004799  00000-0  37917-3 0  9992,2 01961  31.8616 245.7845 0004167 103.8386 256.2728 14.99352625108610
TITAN 3C TRANSTAGE DEB,1 01964U 65082GZ  24002.57623368  .00002008  00000-0  73610-3 0  9999,2 01964  32.1843  94.7497 0185944 171.8600 188.5114 14.22185498989779
MIDAS 4 DEB,1 02009U 61028E   24002.56121871 -.00000006  00000-0 -10786-2 0  9999,2 02009  95.8438  41.2152 0122809  57.4538 303.8111  8.68991230312110
SCOUT X-4 DEB,1 02011U 65032D   24002.34877875  .00001203  00000-0  20167-2 0  9991,2 02011  41.2019   5.9202 0239203 288.8346 202.3171 13.38987402857000
TITAN 3C TRANSTAGE DEB,1 02050U 65082JL  24002.39730140  .00000768  00000-0  18387-3 0  9994,2 02050  32.2668  35.3949 0087781  91.7226 269.3474 14.48527242 28348
SCOUT X-4 DEB,1 02088U 65093D   24002.55475591  .00001603  00000-0  37621-3 0  9992,2 02088  59.7191  90.1642 0077809 301.2558  58.0881 14.56994824 22960
THOR AGENA B DEB,1 02092U 65098H   24002.51381348  .00000875  00000-0  28150-3 0  9991,2 02092  79.8617  45.3388 1316217 143.8120 225.9749 12.31063575569870
TRANSIT 5B-1 DEB,1 02097U 63038G   24002.45469736  .00000782  00000-0  95547-3 0  9990,2 02097  90.0249 337.2153 0040162 337.1120 152.3823 13.64669197977221
DELTA 1 DEB,1 02118U 66008D   24002.43844591  .00000779  00000-0  21495-3 0  9995,2 02118  97.9395 174.4465 0132296  91.9475 269.6874 14.44256831  6258
SCOUT A DEB,1 02140U 66005C   24002.12789390  .00000313  00000-0  36832-3 0  9993,2 02140  89.9260  55.6569 0316610 254.2093 102.3939 13.47674983837592
SCOUT A DEB,1 02141U 66005D   24002.59956747  .00000842  00000-0  49472-3 0  9998,2 02141  90.1873 236.7445 0123782  27.4119 333.3520 14.03672402942807
THOR AGENA B DEB,1 02153U 65098J   24002.44470353  .00001049  00000-0  32949-3 0  9991,2 02153  79.7433 132.6781 1292757  91.4812 345.4517 12.36397415576066
DELTA 1 DEB,1 02154U 66008E   24002.32049309  .00001596  00000-0  28710-3 0  9992,2 02154  97.7685 144.2427 0048926 297.3869  62.2363 14.67165376 47271
THOR ALTAIR DEB,1 02177U 66026D   24002.59765785  .00003976  00000-0  57504-3 0  9996,2 02177  98.9418 249.7165 0151947 276.9222  81.4717 14.69241736 30643
DELTA 1 DEB,1 02223U 66016C   23362.07325671  .00000010  00000-0  20939-3 0  9992,2 02223 100.8529  42.6033 0093482 340.9102  46.5161 12.87714999710849
DELTA 1 DEB,1 02224U 66016D   23363.38329352 -.00000019  00000-0  13798-3 0  9993,2 02224 101.0642 325.2580 0136932 204.3225 311.9599 12.52122343633153
SCOUT A DEB,1 02226U 65109D   24002.53680629  .00000224  00000-0  26767-3 0  9999,2 02226  89.0622  31.5993 0250222 118.4525 244.2083 13.50775855832619
PAGEOS 1 DEB,1 02256U 66056C   24002.05939704 -.00000021  00000-0 -22870-1 0  9998,2 02256  86.8980 239.4112 0037052 166.9035 193.2740  7.93582070667304
ATLAS D DEB,1 02327U 66063B   24002.53654426  .00001925  00000-0  10660-2 0  9990,2 02327 144.2000 348.0511 0029074 132.3539 227.9616 14.02051593912035
ATLAS D DEB,1 02329U 66063D   24002.60410913  .00001095  00000-0  66094-3 0  9992,2 02329 144.2835 249.8697 0021125 314.6419  76.8727 13.90300924897315
SL-8 DEB,1 02334U 65020EH  24002.51237119  .00000263  00000-0  45889-3 0  9990,2 02334  55.6701 196.1245 0587854  20.9640 341.4352 13.10466383733307
ATLAS D DEB,1 02337U 66063E   24002.31290920  .00000357  00000-0  11772-3 0  9996,2 02337 144.2295 130.6451 0005856 318.9479  57.6715 13.71981065878835
SCOUT A DEB,1 02353U 66024C   23365.17493362  .00000372  00000-0  33874-3 0  9995,2 02353  89.3699  72.4507 0150705 271.3782  87.0124 13.76704529891309
WESTFORD NEEDLES,1 02359U 63014J   24002.22871990  .00002853  00000-0  84243+0 0  9997,2 02359  87.0628 108.4027 0910209 315.0935  37.9674  8.69649970836653
WESTFORD NEEDLES,1 02361U 63014L   24002.15685629 -.00000291  00000-0 -12965+0 0  9992,2 02361  87.3180 265.7302 0312901 187.9899 171.5895  8.66382102917327
WESTFORD NEEDLES,1 02362U 63014M   23365.35619203  .00000969  00000-0  18457-1 0  9995,2 02362  85.4356 138.5824 2356172  19.9043 348.0031  8.81710539927301
WESTFORD NEEDLES,1 02364U 63014P   23365.55388982 -.00000001  00000-0 -67969-3 0  9999,2 02364  87.5771   1.3348 0701368 257.8270  94.3226  8.67457661918045
WESTFORD NEEDLES,1 02365U 63014Q   23364.93530667 -.00000034  00000-0 -15460-1 0  9993,2 02365  87.3030 184.9613 0462468 141.2948 222.2010  8.67634742919027
WESTFORD NEEDLES,1 02367U 63014S   24002.21018998  .00000015  00000-0  00000-0 0  9994,2 02367  85.0488 272.7450 2492908 130.5019 254.1428  8.86569624931972
WESTFORD NEEDLES,1 02375U 63014W   24002.42203479  .00000040  00000-0  30065-2 0  9990,2 02375  86.3864 175.8178 1682252  90.9738 288.3381  8.74928776293008
WESTFORD NEEDLES,1 02378U 63014Y   23365.62151193 -.00000034  00000-0 -16779-1 0  9991,2 02378  87.3333 243.1586 0134181 222.2632 136.7818  8.66566534917645
WESTFORD NEEDLES,1 02379U 63014Z   24002.43458172  .01752392  00000-0  78125-1 0  9990,2 02379  83.6574 158.2086 1618530 302.2895  43.1330 12.16532729934423
WESTFORD NEEDLES,1 02380U 63014AA  24001.39230686  .00000149  00000-0  63317-1 0  9996,2 02380  87.2746 167.4299 0307926  65.3897 297.8714  8.67867445313169
WESTFORD NEEDLES,1 02381U 63014AB  23363.46619447 -.00000078  00000-0 -32819-1 0  9997,2 02381  87.2655 185.2939 0518318 139.1094 224.9862  8.67751382313152
SCOUT A DEB,1 02386U 66024D   24001.87294639  .00000338  00000-0  29353-3 0  9991,2 02386  90.0748 325.9789 0128667 191.5747 168.2457 13.80708872198089
WESTFORD NEEDLES,1 02431U 63014AC  24002.19184163 -.00001060  00000-0 -41091+0 0  9998,2 02431  87.4334 273.9416 0555578 186.8956 172.4005  8.68865453291814
THOR ABLESTAR DEB,1 02432U 63049G   24002.63622101  .00000112  00000-0  16569-3 0  9996,2 02432  89.9124  78.3217 0032390 297.6265 186.3422 13.48018811951891
PAGEOS 1 DEB,1 02511U 66056D   24002.22402143 -.00000014  00000-0 -16064-1 0  9993,2 02511  86.9968 303.6375 0017632 197.0373 162.9843  7.93366533281440
SCOUT B DEB,1 02516U 66052D   24002.47159565  .00000248  00000-0  53614-3 0  9999,2 02516  41.0227  67.1420 2225560 194.0687 158.6450 10.00468437234280
DELTA 1 DEB,1 02518U 66087C   24002.43913149 -.00000019  00000-0  13291-3 0  9995,2 02518 100.7582 175.3525 0081302 162.6465 255.2505 12.42669259596036
WESTFORD NEEDLES,1 02530U 63014AJ  23361.09856389  .00000447  00000-0  20071+0 0  9991,2 02530  87.6275 231.3451 0153058 271.5698 249.1870  8.67905083861233
WESTFORD NEEDLES,1 02531U 63014AK  23363.10044577  .00000037  00000-0  15915-1 0  9992,2 02531  87.2731 248.7988 0054424 232.9891 126.5977  8.67323411290698
SCOUT A DEB,1 02580U 66076C   24001.99170613  .00000320  00000-0  29567-3 0  9990,2 02580  89.1559   7.4448 0096308 162.3774 266.6237 13.77911736868310
THOR ABLESTAR DEB,1 02620U 63049H   24002.18745182  .00000327  00000-0  43208-3 0  9998,2 02620  89.9118  80.5651 0016153 204.8640 183.6955 13.59026403968556
SCOUT A DEB,1 02644U 66041D   23365.04502836  .00000349  00000-0  29554-3 0  9994,2 02644  90.1288  31.2178 0213581 209.0085 149.9077 13.76262352874971
SL-8 DEB,1 02647U 65073L   24002.16657507  .00000067  00000-0  10807-2 0  9996,2 02647  56.0684  61.6404 0183393 312.3412  75.9012 12.43475672  5048
DIAMANT DEB,1 02684U 67014C   24002.29579556  .00008207  00000-0  20453-2 0  9997,2 02684  39.9608  91.5060 0476832 278.0929  76.6014 14.00135929814781
DIAMANT DEB,1 02685U 67014F   24002.36113911  .00005824  00000-0  12021-2 0  9999,2 02685  38.9374  60.2196 0408980 156.6465 205.3446 14.19058097839090
DELTA 1 DEB,1 02700U 65089C   23360.14080073  .00000170  00000-0  12548-2 0  9994,2 02700  59.5986 201.9442 0714566 226.3488 242.0615 12.08935753602143
THOR ABLESTAR DEB,1 02701U 65048E   24002.26983795  .00000447  00000-0  54938-3 0  9997,2 02701  89.8996 298.1167 0064932  20.9645 132.4597 13.63130419899104
SCOUT A DEB,1 02702U 66076D   24001.51822590  .00000170  00000-0  30278-3 0  9996,2 02702  88.5736  24.3054 0086418 282.6041 234.2885 13.36240422776434
DELTA 1 DEB,1  2706U 67006C   23365.88971022 -.00000028  00000-0  11833-3 0  9990,2  2706 102.2063 351.7890 0035713 338.0914  89.2799 12.60887422619786
DELTA 1 DEB,1 02707U 67006D   23361.26058309 -.00000014  00000-0  14809-3 0  9994,2 02707 101.8061 274.0460 0149458  26.7830 126.7233 12.79340108656887
DELTA 1 DEB,1 02775U 66087D   24002.57926531 -.00000038  00000-0  19603-4 0  9999,2 02775 100.9793  36.7606 0124894 174.2388 340.8471 12.71650002656368
SCOUT A DEB,1  2777U 67034C   23364.86198604  .00000549  00000-0  31763-3 0  9994,2  2777  90.2398 219.0432 0129668  79.0716 282.5023 14.03665158883672
SCOUT A DEB,1 02778U 67034D   24002.33220205  .00000353  00000-0  65974-3 0  9994,2 02778  89.8152  52.2149 0122440   1.5679 127.2050 13.34540231753494
TITAN 3C TRANSTAGE DEB,1 02789U 65082KR  24002.26484090  .00012239  00000-0  15698-2 0  9996,2 02789  32.2838 329.5292 0081318  85.4250 275.5685 14.77946545946167
WESTFORD NEEDLES,1 02796U 63014AQ  24002.39499317 -.00000046  00000-0 -21457-1 0  9993,2 02796  87.2817 175.9404 0311589  67.4657 295.8865  8.67839073847239
TITAN 3C TRANSTAGE DEB,1 02799U 65082KX  24002.35098383  .00002086  00000-0  33515-3 0  9991,2 02799  32.0569 336.2032 0035709 319.3940 196.1180 14.69525882 23894
SCOUT B DEB,1 02800U 66070D   23365.61503843  .00012540  00000-0  16961-2 0  9995,2 02800  81.4068 181.6219 1468962 204.0529 148.4638 12.25086751473842
ATLAS CENTAUR 2 DEB,1 02886U 63047K   24002.01928976  .00000344  00000-0  19359-3 0  9995,2 02886  29.8700 257.4703 0644940  98.1778 269.2409 13.29548543756719
DELTA 1 DEB,1 02888U 65089D   24002.01655274 -.00000070  00000-0  22299-4 0  9998,2 02888  59.1960 182.7787 0719868  12.7870  69.5220 11.87393764467945
SCOUT A DEB,1 02889U 66005E   23365.05362772  .00000124  00000-0  26877-3 0  9995,2 02889  89.5428 196.6847 0169092  95.0252  26.5793 13.17761665717961
SL-8 DEB,1 02934U 65020EM  24002.43973131  .00000094  00000-0  98901-3 0  9993,2 02934  55.5943 105.1451 0359528  38.4812  33.0120 12.50580294589890
WESTFORD NEEDLES,1 02949U 63014AS  24001.44619160  .00000435  00000-0  22772-1 0  9999,2 02949  85.6998 163.2181 1960596  55.8641 341.2475  8.81119747316527
DELTA 1 DEB,1 02976U 67036C   24002.15810370  .00000020  00000-0  29416-3 0  9996,2 02976 102.1301  79.7103 0098374 112.5611 276.5489 12.82050054652752
DELTA 1 DEB,1 02977U 67036D   23365.40444309 -.00000028  00000-0  96669-4 0  9995,2 02977 101.4796 332.0042 0059531 227.1345 288.7160 12.56820021600472
SCOUT X-4 DEB,1 02986U 64026E   24002.37561706  .00000497  00000-0  29549-3 0  9998,2 02986  90.4983 144.4589 0046784 192.8044 167.1954 14.05855547 48438
