MIDAS 3 DEB,0,"(-463.57642806933944, 5600.456290989605, -8200.20863069243)","(-0.21788275774810067, 5.190146852245696, 3.5423732238919174)"
MIDAS 4 DEB,0,"(7534.633565782904, 3959.233664869519, 4603.19466544438)","(-2.2552509900424687, -2.039316420202557, 5.764533266522269)"
MIDAS 4 DEB,0,"(-6229.176952707532, 1380.0581647368442, -7609.787025960453)","(4.8894202960751185, -0.04843302802635673, -4.070831800298598)"
MIDAS 3 DEB,0,"(337.3987613334299, 4985.643570766041, 8327.360398189494)","(-0.13057817218208806, -5.521448810459235, 3.322640762883461)"
THOR ABLESTAR DEB,0,"(5741.945078028607, 2916.66775000207, 3477.243791791966)","(1.250236764756003, 4.393402121619227, -5.801296325935621)"
THOR ABLESTAR DEB,0,"(2977.938498475463, 648.9205840885114, -6711.9791983942205)","(0.5634973200275334, 7.2369483024243335, 0.9364111804541089)"
THOR ABLESTAR DEB,0,"(-6939.939638075803, -1350.9663245750446, 1771.8682671651281)","(2.2212663010914215, -2.626221086773447, 6.525894753499063)"
THOR ABLESTAR DEB,0,"(-2530.461209315306, 3152.6046423371527, -6036.6272625476795)","(-6.761376422090847, 0.09724027661718036, 2.9039867607924186)"
DELTA 1 DEB (YO),0,"(-3817.5035065653265, 6133.190026318983, 498.9481551508419)","(-4.4051730285097905, -2.252829404863557, -5.468635288691425)"
DELTA 1 DEB (YO),0,"(-2003.594322429394, -4576.006875967335, 4841.0586877193555)","(7.217824133762818, -0.9687569207146236, 2.0807224821001236)"
THOR ABLESTAR DEB,0,"(-1772.8388420481565, 3627.371590534965, -6077.8590414734135)","(-2.789915980490552, -6.224340941342549, -2.8244123711797235)"
THOR ABLESTAR DEB,0,"(437.3919147589338, -5702.79374782176, 4509.7247598427375)","(3.996053178442505, -3.64092270734383, -5.044410024115749)"
THOR ABLESTAR DEB,0,"(-2635.700470066242, -934.8913783277619, 6506.783033885809)","(3.0600240791377638, -6.8516100899985295, 0.23745441917658394)"
THOR ABLESTAR DEB,0,"(2527.432282277138, -1962.6110684964654, -6497.286548972072)","(1.63100658181225, 7.095345145277619, -1.466175059735374)"
THOR ABLESTAR DEB,0,"(1164.3955813718537, -3805.10317514782, 6187.815633599161)","(3.806288196355132, 5.624479598799359, 2.680464020240921)"
THOR ABLESTAR DEB,0,"(-6848.878683377277, 2252.1728117444113, 1206.6527232566914)","(-2.0137998543771007, -2.480382862260173, -6.649180394117)"
THOR ABLESTAR DEB,0,"(625.0868519268204, 6515.514850256892, 3325.717422178458)","(-3.509497608679952, -2.664273839161292, 5.87596878380081)"
THOR ABLESTAR DEB,0,"(1148.941105274318, 7070.509835889041, -708.0411193809775)","(-2.8888766706898594, 1.150828552149666, 6.783603133327133)"
THOR ABLESTAR DEB,0,"(3235.236737168316, -975.9090464925383, 6538.286076557793)","(-1.4142592665596805, 6.985990484335125, 1.7356340158934227)"
THOR ABLESTAR DEB,0,"(4520.355095793907, -5546.349808789005, -1869.7857298554359)","(1.2289099281667293, 3.1580129990790162, -6.494867071076194)"
THOR ABLESTAR DEB,0,"(-564.1669097036146, -5593.254725011499, -4389.789827292872)","(3.2919957797190977, -4.344981140416759, 5.099266037916034)"
THOR ABLESTAR DEB,0,"(-440.81369464612766, -2783.789566227295, -6554.81033412717)","(7.324186787095793, -1.471094617979061, 0.1861623637443721)"
THOR ABLESTAR DEB,0,"(-4940.097765760632, 2149.0700381856473, -4700.286324860323)","(-5.382315487808649, -1.9253571094222097, 4.816428673857391)"
THOR ABLESTAR DEB,0,"(6465.784798149445, 1020.9252878889158, 3017.96855829724)","(-3.3167310615132726, 2.772723821106859, 6.094554604520556)"
THOR ABLESTAR DEB,0,"(6847.179560761065, 1314.170278333223, 1406.31975498094)","(0.7489298872831057, 3.2619035395741127, -6.735819042737847)"
THOR ABLESTAR DEB,0,"(3866.19825620295, 6082.922997695822, -366.7381167800185)","(-2.647903401064465, 1.3304169641465688, -6.778436844155986)"
THOR ABLESTAR DEB,0,"(-351.55027982522205, -3030.98510708952, 6486.556161867212)","(7.218523041284088, 1.558743308760594, 1.1050234823381055)"
THOR ABLESTAR DEB,0,"(-776.5776667940025, 3319.9120465361384, -6554.348134558054)","(-6.847679441326307, 2.2893379974752373, 2.215962792785658)"
MIDAS 5 DEB,0,"(6690.670269413365, -2617.980450770576, 5895.216403949328)","(-3.586261743553928, 1.938295007784547, 5.197930958239944)"
MIDAS 5 DEB,0,"(3812.6428140637136, 1186.656440525068, 8969.443020080369)","(-5.653817157577027, -0.815705611977273, 2.553573537286601)"
THOR ABLESTAR DEB,0,"(-785.380578735424, 3043.011718334097, -6716.99577310196)","(-5.836325367360873, -4.186627388973805, -1.37391341377807)"
DELTA 1 DEB (YO),0,"(-4963.071434843483, 2191.328029518933, -4369.947004225173)","(-5.3584017909445825, -3.2756431585688515, 4.346219158265033)"
THOR ABLESTAR DEB,0,"(4688.793977205742, -222.01966014861347, -4967.301127266695)","(4.73933480273563, 4.2256661547013525, 4.297200503589362)"
THOR ABLESTAR DEB,0,"(135.31340597968722, -5141.314953243161, 5036.0828981938275)","(3.9659135579131966, 4.383838723863094, 4.502821781436051)"
THOR ABLESTAR DEB,0,"(4020.2688488136273, -3983.0325887373747, 4575.822208888851)","(5.455790312080375, -0.1521685102090907, -4.96359956400834)"
THOR ABLESTAR DEB,0,"(-139.85627532287842, -3799.5890284819143, -6112.798500734857)","(5.703281515791987, 4.016420765569538, -2.6461950024237724)"
THOR ABLESTAR DEB,0,"(-5276.788006366751, 99.91696875325475, -4868.938413471014)","(-4.369242530546571, -3.901939083566988, 4.631213615997662)"
THOR ABLESTAR DEB,0,"(-2644.9749633256674, -6212.707438320666, -2911.911846443655)","(1.929327547774634, -3.5900062437317235, 6.106794387304199)"
THOR ABLESTAR DEB,0,"(-648.5400529853326, -7051.436077107614, -1849.6710675026122)","(2.856531255074334, -1.9391599147318463, 6.568042432695808)"
THOR ABLESTAR DEB,0,"(-4014.1968772354858, 1098.872672034424, -5949.520384944833)","(-5.598692218675883, -3.7107441559499215, 3.1319540724235364)"
THOR ABLESTAR DEB,0,"(-244.47990928561583, 4243.312776992393, 5761.65091673857)","(-4.689232133239346, -4.751659494501437, 3.277924354795067)"
THOR ABLESTAR DEB,0,"(-6140.861400082263, 2669.983240874099, -2859.627283643627)","(1.1945896393006552, -3.9628225032798037, -6.148058912730178)"
THOR ABLESTAR DEB,0,"(3259.6696163341726, -36.06819302212336, 6427.3354865354695)","(3.3576695447124054, 6.43541527571753, -1.6348979220366047)"
THOR ABLESTAR DEB,0,"(4628.970168911373, 4704.811486119794, -3240.0651617179205)","(-0.2092049463208881, 4.360753875027056, 5.950443351250534)"
THOR ABLESTAR DEB,0,"(-1539.6335350293937, -4374.132517654803, 5616.356062473819)","(5.810913545265162, 2.764640612231353, 3.727507760317533)"
THOR ABLESTAR DEB,0,"(2062.4603523675946, -2966.6700216302365, -6296.169374773178)","(7.000069925384298, 0.115777212459716, 2.3239813521605805)"
THOR ABLESTAR DEB,0,"(2969.3435610326997, 1197.047921572607, 6393.089273170077)","(-5.3674796774095475, 4.920818374259405, 1.5732498391972705)"
THOR ABLESTAR DEB,0,"(-203.2187726932524, -6316.876022777366, 3950.762173039893)","(3.244368805571383, -3.6622439152746566, -5.438540966991187)"
THOR ABLESTAR DEB,0,"(-933.9072968400372, 3160.9574274435445, -6635.7749126453655)","(-7.070174207188692, 1.239602841449268, 1.7405116044370903)"
THOR ABLESTAR DEB,0,"(5870.387666945805, 4009.142993663542, -1560.631848420431)","(-2.876352298980038, 1.645883821068389, -6.614953879409223)"
THOR ABLESTAR DEB,0,"(-1976.9137867888169, -2290.071457528709, -6507.722349319604)","(6.7911429077969485, -2.8464349348192237, -1.100607024343558)"
THOR ABLESTAR DEB,0,"(6404.90782264483, -1814.2307882808448, 3102.52189155642)","(-1.8257504996023648, 3.8380787327279857, 6.0165236188917115)"
THOR ABLESTAR DEB,0,"(3741.908735753611, -540.8406694708265, -6729.143311522157)","(4.604023786618021, 5.227931915653764, 1.6759274151428494)"
THOR ABLESTAR DEB,0,"(2172.3658945751763, 4443.121134349095, 5564.681345333006)","(-5.797031712373942, -2.0511656530338054, 3.914517235420285)"
THOR ABLESTAR DEB,0,"(2642.5251320453217, -3221.2843158542014, 5987.236121775634)","(1.1714947107834028, 6.670357526344518, 3.0773846197152155)"
THOR ABLESTAR DEB,0,"(-7163.275808717853, 552.9575479483984, -365.6175803492399)","(0.1538779194831603, -3.0011588707152277, -6.7802797690201935)"
THOR ABLESTAR DEB,0,"(-3094.7002528743806, 27.269516817957268, 6668.284502799306)","(2.299012091304487, -6.9192658441523065, 1.038982844620831)"
THOR ABLESTAR DEB,0,"(-5054.460467579218, 584.8851959381989, -5053.355546733777)","(-4.800890788831354, -3.635170957745205, 4.42141800355126)"
THOR ABLESTAR DEB,0,"(-2014.5421364215906, -7091.361850637272, -147.49273926980027)","(2.8291226240353637, -0.6750160649826941, -6.746773218289558)"
THOR ABLESTAR DEB,0,"(-2563.6994032704215, 1690.9041939460772, -6669.422022008894)","(-5.506054830731627, -4.806987630764997, 0.9377547170244793)"
THOR ABLESTAR DEB,0,"(2874.9426622460965, -916.3832112289183, -6574.909213227031)","(4.067602236877626, 6.141471959208746, 0.8656836861288156)"
THOR ABLESTAR DEB,0,"(6570.282148095834, -3019.278566027177, -130.32729219432025)","(1.3756671387116723, 2.591521919526004, 6.817887501077856)"
THOR ABLESTAR DEB,0,"(-5543.454548662799, -78.10535041885056, 4499.7156484391735)","(4.1701527813001285, -3.741371832446979, 4.977404682830771)"
THOR ABLESTAR DEB,0,"(-247.1534382480997, -2731.022591136476, 6522.656981114831)","(7.493968754260778, 0.4070507154224755, 0.4645859854832679)"
THOR ABLESTAR DEB,0,"(4854.926705584584, -5062.486765179281, -1145.5709313347625)","(1.409271559994941, 2.8658791087667574, -6.800341019316128)"
THOR ABLESTAR DEB,0,"(1849.9479806645365, -3194.96609861604, -6120.416102507073)","(7.0463567645128835, -0.5646996773802688, 2.4267411074718948)"
THOR ABLESTAR DEB,0,"(3331.9479093868617, 3457.4725851639732, 5580.150915436214)","(-0.23739885369838473, 6.260932994107381, -3.945490117994013)"
THOR ABLESTAR DEB,0,"(-3632.2615081930294, -5141.032812005907, -3511.173562325643)","(4.5714589148535865, 0.6765453348286562, -5.810339504937394)"
THOR ABLESTAR DEB,0,"(2173.5387171197626, -1983.025129505057, -6646.862670909394)","(4.54971497401917, 5.8225164270654854, -0.3024302549091484)"
THOR ABLESTAR DEB,0,"(32907202.668788627, -24623159.95770446, 50465190.26978868)","(-0.007516970890287627, 0.0679108846325961, 0.037922608319848464)"
THOR ABLESTAR DEB,0,"(-1117.9798655532497, 5220.66840234282, -4922.2684096922685)","(-3.069588896378304, -5.034574544350977, -4.466020668894089)"
THOR ABLESTAR DEB,0,"(1276.8920906109738, 2596.3524856281415, 6512.776804502158)","(-6.6184383936405595, 3.443186972618948, -0.09926577299430749)"
THOR ABLESTAR DEB,0,"(2161.482955659409, 2417.5711675328616, -6484.863318531398)","(-6.862680705859413, 2.2936057937721723, -1.4150845633194122)"
THOR AGENA B DEB,0,"(4625.436709880024, -5683.150150040489, -925.8340908435215)","(0.370006797519217, 1.4773997352293213, -7.186428360652683)"
THOR AGENA B DEB,0,"(6779.423802766309, 1795.2768400689765, 2350.8314633376135)","(-2.5754443199377137, 0.6484157211685316, 6.8395027461631495)"
THOR ABLESTAR DEB,0,"(-7242.12087881535, -703.3829341465392, 1176.624083214763)","(1.3812029708369191, -2.896942393965269, 6.583517741534152)"
THOR ABLESTAR DEB,0,"(538.0258637373897, -2848.0506599682367, 6685.287722628959)","(6.976141685051106, 2.378397463116386, 0.5084282653044951)"
THOR ABLESTAR DEB,0,"(-4607.203363138859, -2776.9116207840325, -5259.918638804147)","(-1.6632810065561439, -5.566983655379358, 4.287764446791838)"
THOR ABLESTAR DEB,0,"(1216.6476127872065, -5929.957440128262, 3796.443974666285)","(3.978486740347233, -2.8179556681809648, -5.663251012834871)"
THOR ABLESTAR DEB,0,"(3723.0264328666763, -472.2169354587943, -6275.630420684553)","(4.85611352168858, 5.0036968350732405, 2.4392082225216183)"
THOR ABLESTAR DEB,0,"(-937.2505853649236, 3118.7460406447085, -6618.2871299633225)","(-7.106479655711537, 1.059172195681006, 1.5562839565973636)"
THOR ABLESTAR DEB,0,"(6922.163133713515, -2485.7381458496093, -473.4940472859266)","(1.4989691696179037, 2.549722179271792, 6.7713012014698215)"
THOR ABLESTAR DEB,0,"(1644.7634858290135, -7041.254993518377, -1697.8044739793766)","(2.4548474535633695, 2.2542031329301686, -6.5025864371640205)"
THOR ABLESTAR DEB,0,"(-3546.9203591955143, 5979.5590650194135, 1531.0009493485932)","(-3.3885787442242052, -0.21444238850629396, -6.644758383480988)"
THOR ABLESTAR DEB,0,"(6037.61976118123, 3633.3063273734656, 2267.271830350667)","(0.08814786330559651, 3.6358242758351067, -6.433182769138186)"
THOR ABLESTAR DEB,0,"(-5191.7435434721665, 2334.688334191145, 4636.5948482879)","(-5.121241947440888, -1.635367747229333, -5.015282206298057)"
THOR ABLESTAR DEB,0,"(-5592.323591906825, 177.67850021253815, -5781.795325817841)","(-4.036854607527793, -3.943289281500063, 3.9299639270642)"
THOR ABLESTAR DEB,0,"(-1564.944681670895, -3407.4399578053453, 6101.923253748848)","(3.3996224284902223, -6.140326327574471, -2.4982100015612687)"
THOR ABLESTAR DEB,0,"(-2476.2031592663748, 3798.955495475992, -6095.668885593788)","(-1.5918068152508469, -6.106430629753123, -3.424879795654235)"
THOR ABLESTAR DEB,0,"(-5400.558664479485, -2800.303235539656, -4308.646117666982)","(-1.6352232443483248, -4.7706172913931955, 5.565961468997992)"
WESTFORD NEEDLES,0,"(-136.10666076236674, 9949.135021624697, -913.2979900352145)","(-0.304912532516749, 0.5968609610304519, 6.286731340225342)"
WESTFORD NEEDLES,0,"(1016.6476268263223, -2353.235746761932, -9689.249646609114)","(-1.3169133063091705, 5.965902876509134, -1.5714891595590357)"
WESTFORD NEEDLES,0,"(-470.71114868671344, 9952.02446276697, 1335.5352993234383)","(-0.26031825363185646, -0.7825544514997312, 6.23350307154025)"
ATLAS AGENA B DEB,0,"(8787.308779602758, -766.2190121078258, -4922.91439806159)","(3.050244579026535, -0.06405886940374958, 5.478251457436966)"
ATLAS AGENA B DEB,0,"(-6682.890512260458, -1042.1536769862691, 7673.8750309856105)","(-4.50343200131496, -0.9716688472788075, -4.148993804509523)"
THOR ABLESTAR DEB,0,"(3238.1225155789293, 335.3896485464127, -7050.130339848236)","(1.1936852548523085, 6.896393257188792, 0.7859494315758206)"
THOR ABLESTAR DEB,0,"(5500.939512768693, 4889.058139582796, 1143.8729361755902)","(-2.6084823773662658, 1.5302319978323753, 6.652900877287278)"
THOR ABLESTAR DEB,0,"(-3704.8931129985285, -2329.509646899378, -6065.763022129037)","(-1.1823822178891568, -6.652457487296405, 2.9426516292782385)"
THOR ABLESTAR DEB,0,"(280.7552841418816, 6523.5502395255935, 3475.170600760758)","(-3.5400528011933527, -3.0570702914136825, 5.680991732996248)"
THOR ABLESTAR DEB,0,"(3921.3673754098604, 1099.4772768534915, 7083.685532415514)","(1.7877254028046081, 6.209799698937943, -2.135640742413256)"
THOR ABLESTAR DEB,0,"(35.54270641332211, 2899.6843459087, -6716.810920932077)","(-7.329203785568031, 0.44004754189572526, 0.12085488709455992)"
THOR ABLESTAR DEB,0,"(2844.5706697538058, 303.132621097134, 6857.903734522266)","(-0.170917377110376, 7.299582190439564, -0.1281658177435784)"
THOR ABLESTAR DEB,0,"(5438.777938539873, -323.7556713288817, -5680.263938459589)","(-4.026080249067629, 4.151932916734093, -3.9319413268652386)"
THOR ABLESTAR DEB,0,"(-4569.779374344383, 4674.133617612134, 4766.343448694991)","(-5.1145576488166595, 0.3435469895777029, -4.584527759463421)"
THOR ABLESTAR DEB,0,"(-6747.835768471292, 180.8212416525167, -2914.3951052937086)","(-2.74912154498253, -3.212218419639831, 6.169955148197685)"
THOR ABLESTAR DEB,0,"(5855.2180467613, -4029.709925983308, 1652.8914448993708)","(0.3548203261035079, 3.5761245891082596, 6.5861791599455835)"
THOR ABLESTAR DEB,0,"(-6994.483942736136, 1151.007561311804, 1915.8024713018672)","(-2.1629079012967005, -2.727747062788069, -6.7247003149021465)"
THOR ABLESTAR DEB,0,"(3556.1284583483903, 5334.129737053889, 3076.2354094129114)","(-1.1220119267810067, 4.27770793699631, -6.036807629741059)"
THOR ABLESTAR DEB,0,"(-524.7469855377703, 259.3284948726928, 7394.263790450913)","(-6.530996033338868, 3.2516288856155198, -0.5822737706508004)"
ATLAS CENTAUR 2 DEB,0,"(351.00916661757975, 6672.526696202832, -3811.5791137684005)","(-7.018521748138045, 0.365915664497122, -0.5224675933877366)"
ATLAS CENTAUR 2 DEB,0,"(-2367.301233128349, 6509.113227874745, -4074.258485937348)","(-6.369064775292366, -2.336145344210963, 0.06443252350008258)"
ATLAS CENTAUR 2 DEB,0,"(6600.37179898033, -3986.3730423659163, -679.0229368962474)","(2.8227105386951292, 5.391549026725941, -3.4371459510200477)"
WESTFORD NEEDLES,0,"(-447.3766360624479, 8934.919949000241, 4601.724304955824)","(-0.19307857193023867, -2.775588789554026, 5.630845043327392)"
THOR ABLESTAR DEB,0,"(752.3162767890701, -5758.726790931977, 4613.363369544259)","(0.6081570188741904, -4.54387975147675, -5.7302638618267085)"
THOR ABLESTAR DEB,0,"(1629.9257398178802, -7179.2708794504415, -644.2196527411301)","(-0.12484273113816324, 0.6004592194876568, -7.315610741879457)"
DELTA 1 DEB,0,"(-3978.017294400938, 4782.256428869819, 3563.8076363566834)","(-1.5879403673214216, -5.091944317410101, 5.173163059507705)"
SCOUT X-4 DEB,0,"(8.936643219894082, -6463.998293905011, -3322.94115645848)","(1.6351325030172477, 3.539345078935006, -6.268694403589077)"
SCOUT X-4 DEB,0,"(-2795.8778280278125, 5457.0039915285, -4723.845260852488)","(0.39883842701129446, -4.618652381862894, -5.250705064568263)"
ATLAS CENTAUR 2 DEB,0,"(-6686.678341935158, -4025.8011236696, 102.96114905534805)","(3.2098567229018533, -5.030449455733541, 3.501848893238946)"
THOR AGENA B DEB,0,"(2272.546869358481, -735.6135365861993, -7209.135331346353)","(-4.728909422089231, 5.109411189115517, -1.889826101492047)"
THOR AGENA B DEB,0,"(-1044.0510691965967, 429.91985677841853, -7332.834626839573)","(-4.385612239185032, -5.933775932054995, 0.2427763229246625)"
THOR ABLESTAR DEB,0,"(-6645.782575775703, 3336.969041249259, 439.5222714436285)","(-0.383392881849982, 0.1946671724889077, -7.298622345853607)"
ELEKTRON 1 DEB,0,"(-3581.406087513941, -2744.1058844937806, -4694.2187881712025)","(7.574933885046155, -1.7442054229568662, -3.5468295301919834)"
THOR ABLESTAR DEB,0,"(689.192446640658, -5471.551369513409, -4973.266668349602)","(-0.597879007367741, 4.867924276581749, -5.449004687197279)"
SCOUT X-4 DEB,0,"(-2470.9392216986175, -287.7927139323638, 6745.912483645093)","(-6.9240537549508465, -0.8506542361334768, -2.5915001426629245)"
ELEKTRON 3 DEB,0,"(-1907.389934307852, 7766.977070062883, 2854.7422957662684)","(-2.628461218087338, -3.6549329758695843, 4.937294992186326)"
OPS 5798 DEB,0,"(-1744.0250076469588, -539.7607874199502, 7186.288076983333)","(-6.823800120508038, -1.9961154619935886, -1.8091364474055793)"
OPS 5798 DEB,0,"(5965.867296485613, 1352.9263733959497, -4118.20463940311)","(3.9938851404268814, 0.8743117188791852, 6.101205366778468)"
THOR ABLESTAR DEB,0,"(-7372.043130300808, -714.708444327367, 347.6565968709734)","(0.34588178737908337, 0.026143773762275297, 7.316474767544574)"
THOR ABLESTAR DEB,0,"(-3790.3322392984815, -423.30775909550135, -6345.030006498384)","(-6.250397943387507, -0.7093224633200778, 3.762744875367724)"
SCOUT X-4 DEB,0,"(-2369.4646100828027, 6178.473581655653, -3192.9350068540894)","(-0.2888173102050124, -3.4541981130462367, -6.4485954821613625)"
SCOUT X-4 DEB,0,"(-3168.3769720092405, 2725.497242697709, 5995.046912567771)","(2.895188386977113, -5.443626341793092, 4.10134060651283)"
TITAN 3A DEB (TRUSS),0,"(-5000.587489535034, -5943.324643603889, -4862.053388717062)","(4.94131558043326, -4.3646066441645495, 0.24791780557155696)"
THOR ABLESTAR DEB,0,"(-2822.2051976545927, 54.44152150539024, -6869.942911749924)","(-6.751610694813552, 0.08347138315433225, 2.805811571685484)"
DELTA 1 DEB,0,"(6334.355832037744, -1011.9584547974393, -5923.425304391149)","(-4.135529176828926, -0.31525063767428424, -4.889699279265647)"
DELTA 1 DEB,0,"(6699.138907237529, -750.7391759637254, -5136.403785257597)","(-4.630537402042529, -0.41875933298970247, -4.798093685192901)"
OPS 4682 DEB,0,"(-4204.967746044471, 3067.4914639540375, 5468.7181903682385)","(-4.243784684628425, 3.151142892509627, -4.999629856881132)"
SL-8 DEB,0,"(-3153.1089534747985, -2727.39431915115, -6183.759735280492)","(4.348214881887434, -5.80109644781028, -0.12739107909378855)"
OPS 4682 DEB,0,"(-610.4726023775687, -7223.066993987837, -2241.7466607762085)","(-0.15604141903837396, -2.140002180850332, 6.931539020887355)"
SL-8 DEB,0,"(5413.23360081799, -1428.4624788381038, 4853.525334374146)","(4.378427166517689, 4.342934521414466, -3.6377574717129577)"
OPS 4682 DEB,0,"(-3652.227907123661, 2835.23745189722, 6094.9998268809895)","(-4.510343817342015, 3.5670062123963033, -4.357699858821999)"
THOR ABLESTAR DEB,0,"(-4949.812435560233, 5105.383026706485, -2107.4179268681646)","(1.4200827110569236, -1.484278769763237, -7.0594973058927675)"
THOR ABLESTAR DEB,0,"(-4455.220219382863, 3967.0732248129407, 4303.48815939463)","(-3.214109792861336, 2.841846965480896, -5.999089508730383)"
SL-8 DEB,0,"(-3733.9699687575235, 5304.932915853977, -3445.4711746142516)","(-5.6634249534555865, -0.32511571469122963, 4.937699909730956)"
SL-8 DEB,0,"(-308.7013613378735, 6054.157143092131, -5197.9750535426365)","(-5.175282873798607, 2.871236517968099, 3.4184178635234264)"
